"","X","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station"
"205",205,"7/20 Todd Street Merrylands 2160",3,1,1,4e+05,"2013-07-26",-33.8347604609256,150.969718317953,2122.71523266017
"206",206,"7/11-11A Ellis Street Merrylands 2160",2,1,1,369000,"2013-07-22",-33.8279302575756,150.977246691928,1698.14650832227
"207",207,"7/17-21 Paton Street Merrylands 2160",2,1,1,337000,"2013-07-02",-33.8351411250584,150.96951338042,2138.6251031699
"208",208,"4/12 Rickard Street Merrylands 2160",3,2,1,418000,"2013-06-25",-33.8260861969674,150.990396389268,1155.11069445724
"209",209,"1/42-46 Sheffield Street Merrylands 2160",2,1,1,335505,"2013-06-21",-33.8324099657277,150.98870290955,563.361536098592
"210",210,"1/42 Sheffield Street Merrylands 2160",2,1,1,335505,"2013-06-21",-33.8324099657277,150.98870290955,563.361536098592
"211",211,"111A HAWKSVIEW ROAD Merrylands 2160",4,2,1,635000,"2013-06-18",-33.8453417335848,150.979008400337,1610.07735164981
"212",212,"3/58 Lansdowne Street Merrylands 2160",3,2,2,458000,"2013-06-07",-33.8459405786572,150.991469189055,1078.26542648073
"213",213,"4/10 Rickard Street Merrylands 2160",3,2,1,418000,"2013-06-01",-33.8260861969674,150.990396389268,1155.11069445724
"214",214,"1/85 Chetwynd Road Merrylands 2160",3,2,1,420000,"2013-05-27",-33.8429325231551,150.979909287291,1386.36778294124
"215",215,"4/35 Lansdowne Street Merrylands 2160",2,3,1,435000,"2013-05-27",-33.8455509458881,150.994327082762,1042.11792315145
"216",216,"1/57 Clarence Street Merrylands 2160",3,2,4,488000,"2013-05-01",-33.8290028059059,150.983620877836,1161.57341221671
"217",217,"1/57 Clarence Street Merrylands 2160",3,2,4,488000,"2013-04-01",-33.8290028059059,150.983620877836,1161.57341221671
"218",218,"1/12-14 Myall Street Merrylands 2160",3,2,1,370000,"2013-03-01",-33.8449111971282,150.989368684119,1004.07482939205
"219",219,"15/97 SHERWOOD ROAD Merrylands 2160",3,1,1,340000,"2013-02-15",-33.8395013910902,150.966878026243,2404.90296567329
"220",220,"15/97 SHERWOOD ROAD Merrylands 2160",3,1,1,340000,"2013-02-15",-33.8395013910902,150.966878026243,2404.90296567329
"221",221,"1/20 Todd Street Merrylands 2160",3,1,1,370000,"2013-02-13",-33.8347604609256,150.969718317953,2122.71523266017
"222",222,"3/7 Park Street Merrylands 2160",3,2,1,415000,"2013-02-07",-33.8446549204386,151.001286576968,1228.86254288767
"223",223,"24 Davies Street Merrylands 2160",4,2,1,450033,"2013-01-15",-33.840032594204,150.980546228113,1189.46826921597
"224",224,"2/16 Rickard Street Merrylands 2160",3,2,1,435000,"2013-01-02",-33.8274099090264,150.989714605263,1024.97683135587
"225",225,"8/21 St Ann Street Merrylands 2160",2,2,1,350000,"2012-12-23",-33.8397168479113,150.987621308764,597.156095735195
"226",226,"2/21 St Ann Street Merrylands 2160",2,2,1,410000,"2012-12-23",-33.8397168479113,150.987621308764,597.156095735195
"227",227,"3/35 Lansdowne Street Merrylands 2160",3,3,1,455000,"2012-12-14",-33.8455509458881,150.994327082762,1042.11792315145
"228",228,"3/21 St Ann Street Merrylands 2160",2,1,1,610000,"2012-12-01",-33.8397168479113,150.987621308764,597.156095735195
"229",229,"1-921 St Ann Street Merrylands 2160",2,2,1,438000,"2012-11-01",-33.8401954126731,150.989481253079,520.765648776684
"230",230,"4/20 Todd Street Merrylands 2160",3,1,1,355000,"2012-10-31",-33.8347604609256,150.969718317953,2122.71523266017
"231",231,"3/21-23 Yeend Street Merrylands 2160",2,1,1,353688,"2012-10-26",-33.8258688123086,150.987256025424,1261.97078028883
"232",232,"2/23 Todd Street Merrylands 2160",3,1,1,355000,"2012-10-24",-33.8341554551544,150.969738015425,2127.40880330739
"233",233,"5/35 Lansdowne Street Merrylands 2160",3,3,1,450000,"2012-10-19",-33.8455509458881,150.994327082762,1042.11792315145
"234",234,"25/58 Lansdowne Street Merrylands 2160",3,2,2,440000,"2012-10-15",-33.8460709591611,150.992151643612,1088.48789563065
"235",235,"1/102-104 Lackey Street Merrylands 2160",2,1,1,395500,"2012-10-12",-33.8464507012844,151.001845482272,1416.89145891583
"236",236,"1/102 Lackey Street Merrylands 2160",2,1,1,395500,"2012-10-12",-33.8464507012844,151.001845482272,1416.89145891583
"237",237,"31/58 Lansdowne Street Merrylands 2160",3,2,4,429500,"2012-10-09",-33.8460557460068,150.992336213119,1086.27851972039
"238",238,"1/26 Manchester Street Merrylands 2160",2,1,1,312000,"2012-10-01",-33.8317634695357,150.99020829936,551.306764134825
"239",239,"3/59 Lavinia Street Merrylands 2160",2,2,1,337500,"2012-10-01",-33.8484638667891,151.003853953911,1707.69437954345
"240",240,"7/117 John Street Merrylands 2160",4,2,2,480000,"2012-10-01",-33.8380878250292,151.001559743193,852.028482903808
"241",241,"14/102 - 104 Lackey Street Merrylands 2160",2,1,1,312500,"2012-09-29",-33.8465962111236,151.001459495631,1408.79649550667
"242",242,"4/17 Willara Avenue Merrylands 2160",2,1,1,358000,"2012-09-01",-33.8282647793313,150.981310992959,1374.70031043666
"243",243,"8/102-104 Lackey Street Merrylands 2160",2,1,1,340000,"2012-08-21",-33.8466449518905,151.001791418997,1431.2214755378
"244",244,"1/59-61 Lavinia Street Merrylands 2160",2,1,1,325000,"2012-08-11",-33.8484638667891,151.003853953911,1707.69437954345
"245",245,"9/19-21 Oxford Street Merrylands 2160",3,2,2,365000,"2012-08-04",-33.8373661012563,150.982745807144,918.86362049555
"246",246,"9/19 Oxford Street Merrylands 2160",3,2,1,365000,"2012-08-01",-33.8373661012563,150.982745807144,918.86362049555
"247",247,"19/100 Kenyons Road Merrylands 2160",3,1,2,405000,"2012-07-13",-33.8375664287422,150.968801924479,2204.9964068978
"248",248,"4/26 Military Road Merrylands 2160",3,1,1,343215,"2012-07-01",-33.8398692728206,150.989751569456,476.694668277573
"249",249,"6/9-11 Kimberley Street Merrylands 2160",3,2,2,4e+05,"2012-06-05",-33.8478275965191,151.000340008643,1469.30428610162
"250",250,"9/16 Rickard Street Merrylands 2160",3,2,2,380000,"2012-06-01",-33.8276905351447,150.990372249386,980.290335987028
"251",251,"22/58 Lansdowne Street Merrylands 2160",3,2,2,409000,"2012-05-31",-33.8462631981104,150.99146441137,1114.05699361827
"252",252,"22/58 Lansdowne St Merrylands 2160",3,2,2,409000,"2012-05-31",-33.8462631981104,150.99146441137,1114.05699361827
"253",253,"1/11-13 Torrens Street Merrylands 2160",3,1,1,355000,"2012-05-30",-33.8361963228491,150.969605413717,2126.23888461857
"254",254,"11/197 Woodville Road Merrylands 2160",1,1,1,243000,"2012-05-29",-33.8431017118707,150.999019272159,962.072217913374
"255",255,"4/36 Paton Street Merrylands 2160",2,1,2,360000,"2012-05-25",-33.8354281214231,150.96775343221,2299.511604049
"256",256,"10/11-13 Ellis Street Merrylands 2160",2,1,1,365500,"2012-05-18",-33.8279302575756,150.977246691928,1698.14650832227
"257",257,"10/11 Ellis Street Merrylands 2160",2,1,1,365500,"2012-05-18",-33.8279302575756,150.977246691928,1698.14650832227
"258",258,"1/16 Richardson Street Merrylands 2160",2,1,1,340000,"2012-04-20",-33.8278398587498,150.978643033178,1597.6859752711
"259",259,"1/1-3 Holdsworth Street Merrylands 2160",2,2,1,415000,"2012-04-10",-33.8348889974108,150.97794515592,1364.15191949165
"260",260,"4/352-356 Merrylands Road Merrylands 2160",2,1,1,310000,"2012-03-30",-33.8348942361003,150.980188907581,1158.22784779622
"261",261,"3/100 Kenyons Road Merrylands 2160",3,2,2,405000,"2012-03-20",-33.8372099044906,150.969505836707,2137.80327846964
"262",262,"4/52 Newman Street Merrylands 2160",3,2,2,439888,"2012-03-16",-33.8379478472462,150.985500603442,681.591358606562
"263",263,"7/71-73 Lavinia Street Merrylands 2160",3,3,1,415000,"2012-03-06",-33.8483125315273,151.002779393924,1635.23539382317
"264",264,"35 Kimberley Street Merrylands 2160",4,3,2,1200000,"2012-03-01",-33.847530416142,150.998197258915,1353.0472636785
"265",265,"6/5 Mark Street Merrylands 2160",3,2,2,476000,"2012-03-01",-33.8302177208616,150.967383622642,2428.04221456555
"266",266,"2/11-13 Lansdowne Street Merrylands 2160",3,2,2,385000,"2012-02-15",-33.8459446438802,150.996230277697,1124.88283876773
"267",267,"24A Davies Street Merrylands 2160",4,2,1,422000,"2012-01-05",-33.840032594204,150.980546228113,1189.46826921597
"268",268,"1/534a Merrylands Road Merrylands 2160",3,2,1,390000,"2012-01-01",-33.831983119253,150.968272023901,2300.31123748467
"269",269,"7/5 Mark Street Merrylands 2160",3,2,2,454000,"2012-01-01",-33.8301295013307,150.967381694805,2430.9711924705
"270",270,"5/7-9 Ellis Street Merrylands 2160",3,2,1,405000,"2011-12-31",-33.8281619333793,150.976974950627,1705.36911017845
"271",271,"77 Hawksview Road Merrylands 2160",4,3,1,565000,"2011-12-19",-33.8458964898465,150.982019599053,1448.52383391467
"272",272,"3/35-37 Clarence Street Merrylands 2160",2,2,1,362800,"2011-12-08",-33.8310719625238,150.983258360523,1041.56817999732
"273",273,"12/58 Lansdowne Street Merrylands 2160",3,2,2,415000,"2011-12-01",-33.8461499585985,150.991795664184,1099.01150297254
"274",274,"1/21 St Ann Street Merrylands 2160",2,2,1,410000,"2011-11-22",-33.8397168479113,150.987621308764,597.156095735195
"275",275,"23/58 Lansdowne Street Merrylands 2160",3,2,2,415000,"2011-11-21",-33.8459624554245,150.992173520379,1076.34217530817
"276",276,"6/10 Addlestone Road Merrylands 2160",2,2,1,378100,"2011-11-18",-33.8370340102525,150.987175642972,508.175882432248
"277",277,"3/8 Carhullen Street Merrylands 2160",3,3,1,438000,"2011-11-11",-33.835740724502,150.997891570906,493.234467992829
"278",278,"57 Newman Street Merrylands 2160",2,2,1,349950,"2011-11-01",-33.8373834098863,150.985151580994,699.197630147355
"279",279,"9/14 Rickard Street Merrylands 2160",3,2,2,430000,"2011-11-01",-33.8264214730945,150.990364035121,1118.94153103562
"280",280,"7/9 Kimberly Street Merrylands 2160",3,2,2,398000,"2011-11-01",-33.8478275965191,151.000340008643,1469.30428610162
"281",281,"7/9 Kimberley Street Merrylands 2160",3,2,2,396500,"2011-10-01",-33.8478275965191,151.000340008643,1469.30428610162
"282",282,"2/7 Park Street Merrylands 2160",3,2,2,4e+05,"2011-10-01",-33.8446549204386,151.001286576968,1228.86254288767
"283",283,"2/7-9 Ellis Street Merrylands 2160",3,2,1,405000,"2011-09-30",-33.8281619333793,150.976974950627,1705.36911017845
"284",284,"2/1-3 Holdsworth Street Merrylands 2160",3,2,1,397000,"2011-09-26",-33.8348889974108,150.97794515592,1364.15191949165
"285",285,"2/1 Holdsworth Street Merrylands 2160",3,2,1,397000,"2011-09-26",-33.8348889974108,150.97794515592,1364.15191949165
"286",286,"9/42-46 Sheffield St (also known as 9/59 Neil St Merrylands 2160",2,1,1,307000,"2011-09-20",-33.8324099657277,150.98870290955,563.361536098592
"287",287,"7/21-23 Yeend Street Merrylands 2160",3,1,1,395000,"2011-09-14",-33.8258688123086,150.987256025424,1261.97078028883
"288",288,"7/21 Yeend Street Merrylands 2160",3,1,1,395000,"2011-09-14",-33.8258688123086,150.987256025424,1261.97078028883
"289",289,"2/58 Lansdowne St Merrylands 2160",2,2,2,379950,"2011-09-11",-33.8459281734405,150.991404480763,1077.48833806012
"290",290,"3 117 John Merrylands 2160",3,2,2,440000,"2011-09-01",-33.8380878250292,151.001559743193,852.028482903808
"291",291,"3 119 John Merrylands 2160",3,2,2,440000,"2011-09-01",-33.8380878250292,151.001559743193,852.028482903808
"292",292,"8/58 Lansdowne Street Merrylands 2160",2,2,1,360000,"2011-08-11",-33.8460214640228,150.991899348326,1084.12570784803
"293",293,"17/28-32 Treves Street Merrylands 2160",3,1,2,411000,"2011-08-05",-33.8330450625313,150.986961401527,634.926774765302
"294",294,"8/7 Sheffield Street Merrylands 2160",3,2,1,335000,"2011-08-01",-33.8323736301774,150.99138562148,451.275340541455
"295",295,"2/58 Lansdowne Street Merrylands 2160",2,2,2,379950,"2011-08-01",-33.8459281734405,150.991404480763,1077.48833806012
"296",296,"3/5 Mark Street Merrylands 2160",2,1,1,460000,"2011-07-01",-33.8300526392786,150.9676331519,2411.13071118598
"297",297,"2/5 Mark Street Merrylands 2160",2,1,1,460000,"2011-07-01",-33.829938771124,150.967636001747,2414.56686668829
"298",298,"6/58 Lansdowne Street Merrylands 2160",3,2,2,410000,"2011-06-28",-33.8459891098766,150.99171285098,1081.70130281127
"299",299,"5/10 Addlestone Road Merrylands 2160",2,2,1,365500,"2011-06-24",-33.8370340102525,150.987175642972,508.175882432248
"300",300,"5/126 John Street Merrylands 2160",3,2,2,420000,"2011-05-18",-33.8389196451003,151.000933363568,823.87377140701
"301",301,"6/7 Charlotte Street Merrylands 2160",2,2,1,369000,"2011-05-01",-33.8434425619633,150.979013764755,1486.68995122366
"302",302,"11/100 Kenyons Rd Merrylands 2160",3,2,2,435000,"2011-04-19",-33.8374256127688,150.96939653669,2149.16193628335
"303",303,"4/11-13 Lansdowne Street Merrylands 2160",2,2,2,371000,"2011-03-15",-33.8459446438802,150.996230277697,1124.88283876773
"304",304,"4/11-13 Lansdowne Street - ARCHIVED 1 Merrylands 2160",2,2,2,371000,"2011-03-15",-33.8459446438802,150.996230277697,1124.88283876773
"305",305,"2/41 Richardson Street Merrylands 2160",3,2,1,405000,"2011-03-07",-33.8263771328267,150.980964820357,1541.99668570278
"306",306,"3/7 Charlotte Street Merrylands 2160",3,2,1,419000,"2011-03-01",-33.8434425619633,150.979013764755,1486.68995122366
"307",307,"7/41-43 Chetwynd Road Merrylands 2160",3,2,2,418000,"2011-03-01",-33.840032594204,150.980546228113,1189.46826921597
"308",308,"7/41 Chetwynd Road Merrylands 2160",3,2,2,418000,"2011-03-01",-33.840032594204,150.980546228113,1189.46826921597
"309",309,"3 Benedict Court Merrylands 2160",3,2,1,5e+05,"2011-02-22",-33.8317320793084,150.997584709431,686.311626907832
"310",310,"4/1-3 willara Merrylands 2160",2,2,NA,379000,"2011-02-15",-33.828633499252,150.982912187922,1237.27663837969
"311",311,"4/1 Willara Avenue Merrylands 2160",2,1,1,370000,"2011-02-01",-33.828633499252,150.982912187922,1237.27663837969
"312",312,"4/1-3 willara Merrylands 2160",2,2,1,379000,"2011-02-01",-33.828633499252,150.982912187922,1237.27663837969
"313",313,"8/7-9 Ellis Street Merrylands 2160",3,2,2,398000,"2011-01-28",-33.8281619333793,150.976974950627,1705.36911017845
"314",314,"7/35 Ellis Street Merrylands 2160",3,1,1,345000,"2011-01-01",-33.8265382330057,150.978877139734,1670.6679911875
"315",315,"10/6 Addlestone Road Merrylands 2160",3,1,1,350000,"2010-12-06",-33.836850614211,150.98742341203,482.562884065052
"316",316,"7/17 Willara Avenue Merrylands 2160",2,1,1,328500,"2010-12-01",-33.8282647793313,150.981310992959,1374.70031043666
"317",317,"4/352 Merrylands Road Merrylands 2160",2,1,1,320000,"2010-12-01",-33.8348942361003,150.980188907581,1158.22784779622
"318",318,"6 49 Edna Avenue Merrylands 2160",3,1,1,348000,"2010-11-10",-33.8411161228275,150.971671049936,2008.04517468791
"319",319,"2 352 Merrylands Road Merrylands 2160",2,1,1,310000,"2010-11-10",-33.8348942361003,150.980188907581,1158.22784779622
"320",320,"1/22-24 Park Street Merrylands 2160",3,2,1,417000,"2010-10-26",-33.8452684338415,150.99989266647,1204.73467202766
"321",321,"3/61 Merrylands Road Merrylands 2160",2,1,1,365000,"2010-10-15",-33.837196451536,150.99505957728,248.355850938189
"322",322,"6/17 Willara Avenue Merrylands 2160",2,1,1,3e+05,"2010-10-03",-33.8282647793313,150.981310992959,1374.70031043666
"323",323,"6/102 Lackey Street Merrylands 2160",3,2,2,303500,"2010-09-30",-33.8464117673442,151.001553456765,1397.27317097107
"324",324,"2/22 Park Street Merrylands 2160",3,2,1,380000,"2010-09-29",-33.8452684338415,150.99989266647,1204.73467202766
"325",325,"9-11 Derby Street Merrylands 2160",3,2,1,1060000,"2010-08-01",-33.8438290515187,151.001355979127,1165.28919814812
"326",326,"2/34-36 Richardson Street Merrylands 2160",3,2,1,392001,"2010-07-07",-33.8266887300772,150.979671660336,1604.34890780952
"327",327,"2/352 Merrylands Road Merrylands 2160",2,1,1,310000,"2010-07-01",-33.8348942361003,150.980188907581,1158.22784779622
"328",328,"2/102 Lackey Street Merrylands 2160",3,2,2,428000,"2010-07-01",-33.8464427384764,151.001791418997,1413.17297594972
"329",329,"4/6 Addlestone Road Merrylands 2160",3,1,1,390000,"2010-06-01",-33.836850614211,150.98742341203,482.562884065052
"330",330,"2/17-21 Paton Street Merrylands 2160",2,1,1,283000,"2010-06-01",-33.8351409155108,150.969513128963,2138.64972192027
"331",331,"4/36 Manchester Street Merrylands 2160",2,1,1,330000,"2010-06-01",-33.8315534609517,150.989177576727,615.904140585464
"332",332,"9/11 Ellis Street Merrylands 2160",2,1,1,318000,"2010-06-01",-33.8279302575756,150.977246691928,1698.14650832227
"333",333,"100 Chetwynd Road Merrylands 2160",4,2,2,430000,"2010-04-01",-33.8431958825529,150.980713949995,1340.55714506404
"334",334,"8 Carhullen Street Merrylands 2160",3,3,2,405000,"2010-04-01",-33.835740724502,150.997891570906,493.234467992829
"335",335,"11/58 Lansdowne Street Merrylands 2160",2,2,2,360000,"2010-03-12",-33.8461623219057,150.991862216495,1099.98588438068
"336",336,"5/8 Carhullen Street Merrylands 2160",3,NA,NA,640000,"2010-03-01",-33.835740724502,150.997891570906,493.234467992829
"337",337,"26B Walker Street Merrylands 2160",2,1,1,380000,"2010-03-01",-33.843278109023,150.98827962344,873.494957739326
"338",338,"4/8 Carhullen Street Merrylands 2160",3,2,2,406000,"2010-02-01",-33.835740724502,150.997891570906,493.234467992829
"339",339,"4/17 Lansdowne Street Merrylands 2160",2,1,1,320000,"2010-02-01",-33.8456667418804,150.995896594131,1086.33837717489
"340",340,"16/58 Lansdowne Street Merrylands 2160",3,2,2,360000,"2010-01-25",-33.8460890221624,150.9914843603,1094.58029319513
"341",341,"1/39 CHETWYND ROAD Merrylands 2160",3,2,2,360000,"2010-01-01",-33.83980959367,150.98095937212,1145.04662469494
"342",342,"1/39 Chetwyn Road Merrylands 2160",3,2,1,360000,"2010-01-01",-33.83980959367,150.98095937212,1145.04662469494
"343",343,"49 Burnett Street Merrylands 2160",2,2,1,3e+05,"2009-12-14",-33.8282647793313,150.981310992959,1374.70031043666
"344",344,"25 Rita Street Merrylands 2160",3,1,1,381500,"2009-11-17",-33.8210376090468,150.983404708553,1899.90948600869
"345",345,"25 Rita Street Merrylands 2160",3,1,1,381500,"2009-11-17",-33.8210376090468,150.983404708553,1899.90948600869
"346",346,"8/352 Merrylands Road Merrylands 2160",2,2,1,359500,"2009-11-01",-33.8348942361003,150.980188907581,1158.22784779622
"347",347,"26/285 Merrylands Road Merrylands 2160",2,1,1,416000,"2009-11-01",-33.8353070448317,150.986347008024,588.660450090883
"348",348,"3/20 Ellis Street Merrylands 2160",3,2,1,386000,"2009-11-01",-33.8267118222205,150.977532933921,1755.11189703345
"349",349,"9/1 Holdsworth Street Merrylands 2160",3,1,2,385000,"2009-11-01",-33.8348889974108,150.97794515592,1364.15191949165
"350",350,"7/352-356 Merrylands Road Merrylands 2160",3,2,2,320000,"2009-10-19",-33.8348942361003,150.980188907581,1158.22784779622
"351",351,"2/61 Merrylands Rd Merrylands 2160",2,2,1,365000,"2009-09-18",-33.837196451536,150.99505957728,248.355850938189
"352",352,"3/14 Wright Street Merrylands 2160",2,1,1,330000,"2009-08-01",-33.8274994696619,150.975725627959,1842.42594675983
"353",353,"8/35 Ellis Street Merrylands 2160",3,1,2,659950,"2009-08-01",-33.8265382330057,150.978877139734,1670.6679911875
"354",354,"3/19-21 Ellis Street Merrylands 2160",2,1,1,326000,"2009-08-01",-33.8274749945046,150.977857145936,1680.36351435301
"355",355,"8/59-61 Lavinia Street Merrylands 2160",3,2,1,315000,"2009-07-09",-33.8484638667891,151.003853953911,1707.69437954345
"356",356,"24/58 Lansdowne Street Merrylands 2160",3,2,2,395000,"2009-06-23",-33.8460224279417,150.992161115162,1083.05619907634
"357",357,"24/58 Lansdowne Street Merrylands 2160",3,2,2,395000,"2009-06-23",-33.8460224279417,150.992161115162,1083.05619907634
"358",358,"26/59 Neil Street Merrylands 2160",2,1,1,260000,"2009-04-01",-33.8325814175571,150.988503001159,561.136738245937
"359",359,"10/17 Willara Avenue Merrylands 2160",2,1,1,280000,"2009-03-01",-33.8282647793313,150.981310992959,1374.70031043666
"360",360,"4/158 Railway Terrace Merrylands 2160",3,3,2,408000,"2009-03-01",-33.843564392926,150.991828353606,811.809869752728
"361",361,"17/58 Lansdowne Street Merrylands 2160",3,2,2,385000,"2009-02-27",-33.8460728450893,150.991364499084,1093.88924705016
"362",362,"6/14 Wright Street Merrylands 2160",2,1,1,330000,"2009-02-16",-33.8274994696619,150.975725627959,1842.42594675983
"363",363,"27/58 Lansdowne Street Merrylands 2160",3,2,3,395000,"2009-02-01",-33.8462298800453,150.992101184554,1106.35092394746
"364",364,"15A Norman Street Merrylands 2160",3,2,1,450000,"2009-02-01",-33.8249264768441,150.974686188146,2084.95916180756
"365",365,"6/10 Rickard Street Merrylands 2160",3,2,1,352000,"2009-02-01",-33.826265863062,150.990492781154,1133.86371449835
"366",366,"9/529 Merrylands Road Merrylands 2160",3,2,1,340000,"2009-02-01",-33.8308339164736,150.967534999814,2396.26509328236
"367",367,"28/58 Lansdowne Street Merrylands 2160",3,2,2,375000,"2009-01-16",-33.8462641620293,150.992285837881,1109.58572037221
"368",368,"2/9-11 Kimberley Street Merrylands 2160",2,2,1,312000,"2009-01-15",-33.8478275965191,151.000340008643,1469.30428610162
"369",369,"7/12 Bradman Street Merrylands 2160",3,2,2,365000,"2009-01-01",-33.8429994526519,151.001573573333,1115.62175231988
"370",370,"14 Smythe Merrylands 2160",3,2,1,425000,"2008-12-01",-33.8367897196844,150.995497447902,273.403421004389
"371",371,"1/102-106 Lackey Street Merrylands 2160",2,1,1,3e+05,"2008-10-29",-33.8464507012844,151.001845482272,1416.89145891583
"372",372,"4/102 LACKEY STREET Merrylands 2160",3,2,2,305000,"2008-10-25",-33.846429620798,151.001681951341,1405.93810524632
"373",373,"2/9-11 Kimberley Street Merrylands 2160",2,2,1,310000,"2008-09-11",-33.8478275965191,151.000340008643,1469.30428610162
"374",374,"3/9-11 Kimberley Street Merrylands 2160",2,2,NA,310000,"2008-09-11",-33.8478275965191,151.000340008643,1469.30428610162
"375",375,"2/1-3 Willara Avenue Merrylands 2160",3,1,1,651550,"2008-09-01",-33.828633499252,150.982912187922,1237.27663837969
"376",376,"79A CHETWYND ROAD Merrylands 2160",3,1,1,347000,"2008-09-01",-33.8425914635149,150.980247245627,1339.79145261583
"377",377,"4/7 Park Street Merrylands 2160",3,2,1,335000,"2008-08-01",-33.8446549204386,151.001286576968,1228.86254288767
"378",378,"1/34 Richardson Street Merrylands 2160",3,2,1,361000,"2008-08-01",-33.8266887300772,150.979671660336,1604.34890780952
"379",379,"11/102-106 Lackey Street Merrylands 2160",3,3,2,3e+05,"2008-07-25",-33.846621189195,151.00162487058,1419.99060644881
"380",380,"10/102-106 Lackey Street Merrylands 2160",3,2,2,320000,"2008-07-14",-33.8466295291887,151.001678430942,1423.65607289637
"381",381,"1/22 Richardson Street Merrylands 2160",3,2,1,312000,"2008-05-01",-33.8273885770828,150.978866578536,1611.46717996019
"382",382,"6/7 Ellis Street Merrylands 2160",3,2,2,310000,"2008-04-01",-33.8281619333793,150.976974950627,1705.36911017845
"383",383,"1/16 Rickard Street Merrylands 2160",3,3,1,367000,"2008-03-01",-33.8274675346108,150.989701361856,1019.10588591374
"384",384,"8/35 Clarence Street Merrylands 2160",2,1,1,329500,"2008-03-01",-33.8310719625238,150.983258360523,1041.56817999732
"385",385,"4/126 John Street Merrylands 2160",3,2,1,353000,"2007-12-01",-33.8389196451003,151.000933363568,823.87377140701
"386",386,"2/23 Hawksview Street Merrylands 2160",3,2,2,355000,"2007-12-01",-33.8467853487687,150.986517747392,1295.63287164598
"387",387,"8/9 Kimberley Street Merrylands 2160",3,2,2,375000,"2007-11-01",-33.8478275965191,151.000340008643,1469.30428610162
"388",388,"4/59 Lavinia Street Merrylands 2160",3,2,2,365000,"2007-11-01",-33.8484638667891,151.003853953911,1707.69437954345
"389",389,"5/12 Bradman Street Merrylands 2160",2,2,2,333000,"2007-11-01",-33.8429994526519,151.001573573333,1115.62175231988
"390",390,"79 Chetwynd Road Merrylands 2160",3,2,1,540000,"2007-10-01",-33.8425206783426,150.980267613651,1334.07963095935
"391",391,"3/352 Merrylands Road Merrylands 2160",2,1,1,3e+05,"2007-08-01",-33.8348942361003,150.980188907581,1158.22784779622
"392",392,"4/19 Ellis Street Merrylands 2160",2,1,1,343500,"2007-08-01",-33.8274749945046,150.977857145936,1680.36351435301
"393",393,"9/102 Lackey Street Merrylands 2160",3,2,2,440000,"2007-08-01",-33.8466378272728,151.001734338236,1427.45452666873
"394",394,"5/22 Park Street Merrylands 2160",3,2,2,335000,"2007-08-01",-33.8452684338415,150.99989266647,1204.73467202766
"395",395,"5/25 Holdsworth Street Merrylands 2160",2,2,1,309000,"2007-07-01",-33.8362281321717,150.977562773497,1390.44850072201
"396",396,"3/12 Bradman Street Merrylands 2160",2,2,2,337000,"2007-07-01",-33.8429994526519,151.001573573333,1115.62175231988
"397",397,"5/41 Chetwynd Road Merrylands 2160",3,2,2,315000,"2007-07-01",-33.840032594204,150.980546228113,1189.46826921597
"398",398,"3/3 Manchester Street Merrylands 2160",3,1,2,341500,"2007-03-01",-33.8315766788235,150.992042092137,528.322458520177
"399",399,"5/21 Yeend Street Merrylands 2160",2,1,1,305000,"2007-02-01",-33.8258688123086,150.987256025424,1261.97078028883
"400",400,"9/352 Merrylands Road Merrylands 2160",2,1,1,295000,"2007-01-01",-33.8348942361003,150.980188907581,1158.22784779622
"401",401,"6/7 Park Street Merrylands 2160",2,1,1,275000,"2006-11-01",-33.8446549204386,151.001286576968,1228.86254288767
"402",402,"18/58 Lansdowne Street Merrylands 2160",3,2,2,365000,"2006-11-01",-33.846057631935,150.991299790792,1092.84696129551
"403",403,"6/12 Bradman Street Merrylands 2160",3,3,2,350000,"2006-10-01",-33.8429994526519,151.001573573333,1115.62175231988
"404",404,"2/3 Manchester Street Merrylands 2160",3,1,1,625000,"2006-08-01",-33.8315766788235,150.992042092137,528.322458520177
"405",405,"3/7 Ellis Street Merrylands 2160",3,2,2,350000,"2006-07-01",-33.8281619333793,150.976974950627,1705.36911017845
"406",406,"4/12 Bradman Street Merrylands 2160",2,2,2,350000,"2006-05-01",-33.8429994526519,151.001573573333,1115.62175231988
"407",407,"1/7 Park Street Merrylands 2160",2,1,1,290000,"2006-05-01",-33.8446549204386,151.001286576968,1228.86254288767
"408",408,"1/25 Holdsworth Street Merrylands 2160",2,2,1,305000,"2006-04-01",-33.8362281321717,150.977562773497,1390.44850072201
"409",409,"160 Railway Terrace Merrylands 2160",3,2,2,1200000,"2006-03-01",-33.843564392926,150.991828353606,811.809869752728
"410",410,"158 Railway Terrace Merrylands 2160",3,2,2,1200000,"2006-03-01",-33.843564392926,150.991828353606,811.809869752728
"411",411,"6/126 John Street Merrylands 2160",3,2,2,385000,"2006-03-01",-33.8389196451003,151.000933363568,823.87377140701
"412",412,"4/36 Derby Street Merrylands 2160",2,1,1,552248,"2006-03-01",-33.844128034005,150.999142067041,1060.77781180934
"413",413,"9/6 Addlestone Road Merrylands 2160",3,1,1,320000,"2006-01-01",-33.836850614211,150.98742341203,482.562884065052
