"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"31","12/63-65 Victoria Street Granville 2142",3,2,2,690000,2021-07-01,-33.8278436306062,151.008964567915,0.599277824058061,"(0.5,0.75]"
"32","21/33 Louis Street Granville 2142",3,2,2,825000,2021-06-16,-33.8404094026612,151.007813984066,0.951612416435905,"(0.75,1]"
"33","1/48 Pegler Avenue Granville 2142",3,2,2,690000,2021-05-22,-33.8543410477482,151.008940344215,2.43667921982962,"(2.25,2.5]"
"34","2/335-339 Blaxcell St Granville 2142",3,2,1,637500,2021-03-15,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"35","4/39-47 Wellington Road Granville 2142",2,2,1,550777,2021-01-29,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"36","4/32 alfred st Granville 2142",4,2,1,723000,2020-12-24,-33.829587820838,151.014903816867,0.429579153241644,"(0.25,0.5]"
"37","3/87 Good Street Granville 2142",3,3,2,781000,2020-11-28,-33.8288303901576,151.012988971087,0.429480650683025,"(0.25,0.5]"
"38","13/335 Blaxcell Street Granville 2142",3,2,2,630000,2020-11-20,-33.8368939007568,151.01153018857,0.4799648868143,"(0.25,0.5]"
"39","6/317 Blaxcell Street Granville 2142",3,2,2,650000,2020-11-13,-33.8366794976577,151.010380522818,0.47818046005274,"(0.25,0.5]"
"40","3/151 Blaxcell Street Granville 2142",3,3,2,655000,2020-10-30,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"41","3/104-110 Elizabeth Street Granville 2142",3,2,2,643000,2020-10-02,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"42","16/162 William Street Granville 2142",3,2,2,638000,2020-08-20,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"43","2/166-168 The Trongate Granville 2142",3,2,2,677000,2020-07-07,-33.8451853691811,151.01104260935,1.40379079352384,"(1.25,1.5]"
"44","16/63-65 Victoria Street Granville 2142",3,2,2,715000,2020-06-16,-33.8278436306062,151.008964567915,0.599277824058061,"(0.5,0.75]"
"45","6/1-3 Louis Street Granville 2142",3,2,1,695000,2020-04-02,-33.8409834792097,151.010033176751,0.950799369197655,"(0.75,1]"
"46","4/1 Louis Street Granville 2142",3,3,2,720000,2020-02-06,-33.8409834792097,151.010033176751,0.950799369197655,"(0.75,1]"
"47","7/35 wellington Street Granville 2142",3,2,1,555000,2019-07-23,-33.8624404388771,151.011212175252,3.32262090795611,"(3.25,3.5]"
"48","4/26-30 Elizabeth Street Granville 2142",3,2,2,635000,2019-05-10,-33.8383679482333,151.008097795308,0.736523134147603,"(0.5,0.75]"
"49","6/39 Wellington Road Granville 2142",2,2,1,430000,2019-04-29,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"50","5/39-47 Wellington Road Granville 2142",2,2,1,460000,2019-04-03,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"51","4/124 Railway Street Granville 2142",2,2,1,510000,2018-12-20,-33.8260890468145,150.996451057026,1.61020647995469,"(1.5,1.75]"
"52","3/335-339 Blaxcell Street Granville 2142",3,2,1,6e+05,2018-10-07,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"53","4/143-145 Blaxcell Street Granville 2142",3,2,1,676500,2018-05-29,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"54","14/335-339 Blaxcell Street Granville 2142",3,2,2,649999,2018-04-30,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"55","3/17-19 Wallace Street Granville 2142",3,2,2,685000,2018-04-07,-33.8301307167067,151.002083360684,0.957312828382723,"(0.75,1]"
"56","11/104 Elizabeth St Granville 2142",3,2,2,678000,2017-09-25,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"57","2/289 Clyde Street Granville 2142",3,2,1,650000,2017-07-31,-33.836647131265,151.014740651181,0.516908556874759,"(0.5,0.75]"
"58","Unit 12/104-110 Elizabeth Street Granville 2142",3,2,2,690000,2017-07-21,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"59","1/289 Clyde Street Granville 2142",3,2,2,640000,2017-06-21,-33.8366659027799,151.014876745279,0.524993578796612,"(0.5,0.75]"
"60","11/162 William Street Granville 2142",3,2,2,635000,2017-06-19,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"61","7/9 Gray Street Granville 2142",3,2,2,720000,2017-06-03,-33.8295241183739,151.01431314415,0.403725692797222,"(0.25,0.5]"
"62","4/39-47 Wellington Road Granville 2142",2,2,1,518000,2017-05-09,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"63","14/162 William Street Granville 2142",3,2,2,635000,2017-03-31,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"64","14/162 William Street Granville 2142",3,2,2,635000,2017-03-31,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"65","1/335-339 Blaxcell Street Granville 2142",2,1,1,527000,2017-02-04,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"66","4/151 Blaxcell St Granville 2142",3,2,2,680000,2017-01-06,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"67","5/26-30 Elizabeth Street Granville 2142",3,2,2,720000,2016-09-03,-33.8384327403449,151.008082540244,0.743505491702188,"(0.5,0.75]"
"68","2/1-3 Louis Street Granville 2142",3,2,2,725000,2016-07-29,-33.8409834792097,151.010033176751,0.950799369197655,"(0.75,1]"
"69","7/54 William Street Granville 2142",2,2,1,530000,2016-07-04,-33.8365131587891,151.011875602888,0.435762686363722,"(0.25,0.5]"
"70","4/63-65 Victoria Street Granville 2142",3,2,2,725000,2016-06-24,-33.8278436306062,151.008964567915,0.599277824058061,"(0.5,0.75]"
"71","Unit 1/9 Gray Street Granville 2142",3,2,2,696000,2016-01-30,-33.8295241183739,151.01431314415,0.403725692797222,"(0.25,0.5]"
"72","5/149 Blaxcell Street Granville 2142",3,1,2,590000,2016-01-12,-33.845268391932,151.01016393444,1.42042066811648,"(1.25,1.5]"
"73","Unit 7/34-38 Elizabeth Street Granville 2142",3,2,3,690000,2015-10-31,-33.8383173215381,151.007460938304,0.762381075750378,"(0.75,1]"
"74","8/35 Wellington Road Granville 2142",2,2,1,562080,2015-10-19,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"75","4/28 Inkerman Street Granville 2142",3,2,1,795000,2015-10-03,-33.8254379405759,151.000685091596,1.31546664698383,"(1.25,1.5]"
"76","12/143-145 Blaxcell Street Granville 2142",3,3,2,753500,2015-09-25,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"77","15/23 Elizabeth St Granville 2142",3,2,2,785000,2015-09-16,-33.8379070692872,151.008241628766,0.68541536827931,"(0.5,0.75]"
"78","8/50 William Street Granville 2142",2,1,1,550000,2015-09-09,-33.8366590039044,151.012361334177,0.45307986812301,"(0.25,0.5]"
"79","2/162 William Street Granville 2142",3,2,2,649500,2015-09-04,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"80","5/335-339 Blaxcell Street Granville 2142",3,2,1,555000,2015-05-23,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"81","6/54 William Street Granville 2142",2,1,1,510000,2015-04-29,-33.8365131587891,151.011875602888,0.435762686363722,"(0.25,0.5]"
"82","7/17-19 Wallace Street Granville 2142",3,2,2,680000,2015-04-17,-33.8301307167067,151.002083360684,0.957312828382723,"(0.75,1]"
"83","Unit 9/26-30 Elizabeth Street Granville 2142",3,2,2,665000,2015-03-28,-33.83821414031,151.007874082312,0.732207783982489,"(0.5,0.75]"
"84","Unit 4/17-19 Brussels Street Granville 2142",3,2,2,540000,2015-03-28,-33.8517178892399,151.013201033237,2.13108886232208,"(2,2.25]"
"85","3/92-94 Clyde Street Granville 2142",3,2,2,621000,2015-03-13,-33.8422258029888,151.013233387383,1.07759128540409,"(1,1.25]"
"86","Unit 10/36-40 Louis Street Granville 2142",3,2,2,652000,2015-02-21,-33.8414133451141,151.007106132343,1.08042446755808,"(1,1.25]"
"87","7/104-110 Elizabeth Street Granville 2142",4,3,4,655000,2015-02-10,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"88","2/1 Pegler Avenue Granville 2142",3,2,1,565000,2014-11-24,-33.8513337885269,151.01025663829,2.09165597976355,"(2,2.25]"
"89","Unit 1/104-110 Elizabeth Street Granville 2142",4,4,3,720000,2014-11-08,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"90","7/151-155 Blaxcelell Street Granville 2142",3,2,1,517000,2014-10-09,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"91","1/166-168 The Trongate Granville 2142",3,2,2,597000,2014-09-27,-33.8451853691811,151.01104260935,1.40379079352384,"(1.25,1.5]"
"92","7/151-155 Blaxcell Street Granville 2142",3,2,1,517000,2014-09-10,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"93","Unit 7/40 Elizabeth Street Granville 2142",3,2,2,530000,2014-08-30,-33.8382643898196,151.007082495376,0.777404683972067,"(0.75,1]"
"94","8/151-155 BLAXCELL STREET Granville 2142",3,2,2,510000,2014-06-28,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"95","Unit 10/110 Elizabeth Street Granville 2142",3,2,2,495000,2014-06-27,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"96","1/1 Pegler Avenue Granville 2142",3,1,1,515000,2014-06-13,-33.8513337885269,151.01025663829,2.09165597976355,"(2,2.25]"
"97","19/162 William Street Granville 2142",3,2,2,502000,2014-05-26,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"98","6/151 Blaxcell Street Granville 2142",3,2,1,503000,2014-05-17,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"99","Unit 5/104 Elizabeth Street Granville 2142",3,2,2,518000,2014-05-02,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"100","6/143-145 Blaxcell Street Granville 2142",2,2,1,424000,2014-04-09,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"101","5/335-339 BLAXCELL STREET Granville 2142",3,2,1,392000,2014-03-15,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"102","14/39-47 Wellington Road Granville 2142",3,2,2,441000,2014-03-14,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"103","6/335-339 Blaxcell St Granville 2142",3,3,1,460000,2014-02-25,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"104","1/149 Blaxcell Street Granville 2142",3,1,2,412000,2013-12-08,-33.845268391932,151.01016393444,1.42042066811648,"(1.25,1.5]"
"105","6/23 Elizabeth Street Granville 2142",3,2,2,869800,2013-12-01,-33.8374863396573,151.008836995349,0.617589296214132,"(0.5,0.75]"
"106","4/104-110 Elizabeth Street Granville 2142",3,2,2,485000,2013-11-22,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"107","5/9 Gray Street Granville 2142",2,1,2,475000,2013-11-11,-33.8295241183739,151.01431314415,0.403725692797222,"(0.25,0.5]"
"108","10/39 Wellington Road Granville 2142",2,2,1,370000,2013-10-04,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"109","8/117 John Street Granville 2142",4,2,2,525000,2013-09-28,-33.8383539676057,151.001081131521,1.19567003292185,"(1,1.25]"
"110","16/104-110 Elizabeth Street Granville 2142",2,1,2,460200,2013-09-20,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"111","16/104 Elizabeth Street Granville 2142",2,1,2,460200,2013-09-20,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"112","1/92 Clyde Street Granville 2142",3,2,1,480150,2013-09-18,-33.8422258029888,151.013233387383,1.07759128540409,"(1,1.25]"
"113","2/40-42 Elizabeth Street Granville 2142",3,1,2,310000,2013-08-27,-33.8382643898196,151.007082495376,0.777404683972067,"(0.75,1]"
"114","7/143-145 Blaxcell Street Granville 2142",2,2,1,410000,2013-08-27,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"115","7/143 Blaxcell Street Granville 2142",2,2,1,412000,2013-08-27,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"116","4/317 Blaxcell Street Granville 2142",2,1,1,340000,2013-08-09,-33.8362561696378,151.011013607965,0.41709773619893,"(0.25,0.5]"
"117","4/317 BLAXCELL ST Granville 2142",2,1,1,340000,2013-08-09,-33.8362561696378,151.011013607965,0.41709773619893,"(0.25,0.5]"
"118","2 Granville 2142",3,2,2,548000,2013-08-01,-33.838421497174,151.015144777405,0.710295947840684,"(0.5,0.75]"
"119","2/40 Elizabeth Street Granville 2142",3,2,2,675000,2013-08-01,-33.8382643898196,151.007082495376,0.777404683972067,"(0.75,1]"
"120","T2/25-27 Dixmude Street Granville 2142",5,2,2,595000,2013-07-08,-33.8547335303643,151.013563885825,2.46813238857358,"(2.25,2.5]"
