"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"176","8/9 Cocos Avenue Eastwood 2122",3,2,NA,619000,2003-11-01,-33.7827198644088,151.081980835219,0.799365071949157,"(0.75,1]"
"177","1/112 Vimiera Road Eastwood 2122",3,NA,NA,543000,2003-10-01,-33.7794127006919,151.095794127833,1.72284792002489,"(1.5,1.75]"
"178","8/17 Rutledge Street Eastwood 2122",2,NA,NA,520000,2003-08-01,-33.7934683979459,151.076310812997,0.666812400279325,"(0.5,0.75]"
"179","15/48 Balaclava Road Eastwood 2122",3,2,1,519000,2003-07-01,-33.7845354265461,151.092451005751,1.12860055697603,"(1,1.25]"
"180","5/1 Darvall Road Eastwood 2122",3,2,NA,502000,2003-05-01,-33.7904916488521,151.069613085626,1.15710735803503,"(1,1.25]"
"181","1/6 Warrawong Street Eastwood 2122",3,NA,NA,416000,2002-05-01,-33.7991296610791,151.071669501752,1.40951423557218,"(1.25,1.5]"
"182","8/27 Grove Street Eastwood 2122",3,2,1,453000,2002-03-01,-33.7896059750531,151.096214564096,1.30623091353235,"(1.25,1.5]"
"183","5/9 Cocos Avenue Eastwood 2122",3,2,NA,1325000,2002-02-01,-33.7827198644088,151.081980835219,0.799365071949157,"(0.75,1]"
"184","3/1 Orange Street Eastwood 2122",3,NA,NA,415000,2002-02-01,-33.7898609106382,151.093842820774,1.08640404426109,"(1,1.25]"
"185","2/27 Grove Street Eastwood 2122",3,2,2,450000,2002-02-01,-33.7896059750531,151.096214564096,1.30623091353235,"(1.25,1.5]"
"186","1/17-23 Rutledge Street Eastwood 2122",2,2,1,340000,2001-12-01,-33.7934683979459,151.076310812997,0.666812400279325,"(0.5,0.75]"
"187","8/36 Lovell Road Eastwood 2122",2,NA,NA,326500,2001-12-01,-33.7910111173014,151.09345708559,1.05795701967183,"(1,1.25]"
"188","4/14 Eric Street Eastwood 2122",2,1,1,359000,2001-10-01,-33.7936686835222,151.069314689873,1.25501258018766,"(1.25,1.5]"
"189","2/46 Gordon Street Eastwood 2122",3,2,1,415000,2001-07-01,-33.7895606708664,151.090361984023,0.765297409472471,"(0.75,1]"
"190","3/46 Gordon Street Eastwood 2122",3,2,2,421000,2001-07-01,-33.7895606708664,151.090361984023,0.765297409472471,"(0.75,1]"
"191","3/49 Terry Road Eastwood 2122",3,2,2,4e+05,2001-06-01,-33.7895045121152,151.069763876065,1.14213639760224,"(1,1.25]"
