"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"93","3/112 Vimiera Road Eastwood 2122",3,2,1,599900,2010-05-01,-33.7794127006919,151.095794127833,1.72284792002489,"(1.5,1.75]"
"94","4/4 Susan Place Eastwood 2122",3,2,1,1290000,2010-05-01,-33.7870501232273,151.096161841925,1.33908518272625,"(1.25,1.5]"
"95","4/30 Fourth Avenue Eastwood 2122",3,1,1,608000,2010-04-01,-33.7945502501887,151.086766566656,0.674059841147863,"(0.5,0.75]"
"96","10/64a Brush Road Eastwood 2122",3,1,2,550000,2010-02-25,-33.7998098622204,151.071225995221,1.49295505056234,"(1.25,1.5]"
"97","2/27-29 Munro Street Eastwood 2122",3,2,2,680000,2010-02-23,-33.784281622518,151.091780034402,1.09235534954766,"(1,1.25]"
"98","4/69 Tarrants Avenue Eastwood 2122",3,3,3,750000,2010-02-13,-33.7980289914636,151.07683602305,1.02762755592768,"(1,1.25]"
"99","3/214 North Road Eastwood 2122",3,2,1,520500,2009-12-01,-33.7873825914168,151.098989728419,1.58751786720423,"(1.5,1.75]"
"100","5/49 Terry Road Eastwood 2122",3,2,2,635000,2009-11-01,-33.7895045121152,151.069763876065,1.14213639760224,"(1,1.25]"
"101","1/64 Rutledge Street Eastwood 2122",3,2,1,666000,2009-11-01,-33.7951546273172,151.07295863846,1.02827763754142,"(1,1.25]"
"102","16/36 Balaclava Road Eastwood 2122",3,2,2,6e+05,2009-09-01,-33.7846024817715,151.09053968037,0.978497264520763,"(0.75,1]"
"103","1/18 Clanalpine Street Eastwood 2122",2,2,1,575000,2009-09-01,-33.7942759943168,151.080649788995,0.505271155832598,"(0.5,0.75]"
"104","1/17 Rutledge Street Eastwood 2122",2,2,1,510000,2009-09-01,-33.7934683979459,151.076310812997,0.666812400279325,"(0.5,0.75]"
"105","6/74-76 Balaclava Road Eastwood 2122",3,2,1,575000,2009-06-01,-33.7828134902673,151.095764707353,1.49018248157155,"(1.25,1.5]"
"106","14/18 Doomben Avenue Eastwood 2122",2,1,1,335000,2009-04-01,-33.7846203771348,151.083434089591,0.600545640968783,"(0.5,0.75]"
"107","3/26 Third Avenue Eastwood 2122",3,2,4,510000,2009-02-01,-33.7934013427204,151.086859270505,0.588031732520215,"(0.5,0.75]"
"108","4/16 Ethel STREET Eastwood 2122",2,1,1,375000,2008-11-21,-33.7896100402761,151.084112101739,0.188929033767358,"(0,0.25]"
"109","2/44 Fourth Avenue Eastwood 2122",2,1,1,475000,2008-10-04,-33.7941542471732,151.088225101628,0.738495248905704,"(0.5,0.75]"
"110","7/49 Terry Road Eastwood 2122",4,2,2,640000,2008-09-10,-33.7895045121152,151.069763876065,1.14213639760224,"(1,1.25]"
"111","2/93 Vimiera Road Eastwood 2122",2,1,1,710000,2008-09-01,-33.780875342796,151.093303277666,1.44349005372848,"(1.25,1.5]"
"112","2/20 Lansdowne Street Eastwood 2122",3,2,2,639800,2008-09-01,-33.7869160965955,151.087699053384,0.615360270168462,"(0.5,0.75]"
"113","5/17 Rutledge Street Eastwood 2122",3,2,2,658000,2008-06-01,-33.7934683979459,151.076310812997,0.666812400279325,"(0.5,0.75]"
"114","3/6 Eric Street Eastwood 2122",2,1,1,482000,2008-05-16,-33.7930565950428,151.070084735318,1.16579811657928,"(1,1.25]"
"115","3/6 Eric Street Eastwood 2122",2,1,1,482000,2008-05-16,-33.7930565950428,151.070084735318,1.16579811657928,"(1,1.25]"
"116","1/3B Darvall Road Eastwood 2122",3,2,2,540000,2008-03-01,-33.7906275195026,151.069631106718,1.15640267159194,"(1,1.25]"
"117","1/44 Balaclava Road Eastwood 2122",3,2,2,575,2008-01-21,-33.7847339938324,151.091821943918,1.06758652715784,"(1,1.25]"
"118","1/44 Balaclava Road Eastwood 2122",3,2,2,575,2008-01-21,-33.7847339938324,151.091821943918,1.06758652715784,"(1,1.25]"
"119","19/36 Balaclava Road Eastwood 2122",4,2,2,635000,2007-12-07,-33.7842030002662,151.09032066124,0.990279253607199,"(0.75,1]"
"120","4/7 Sybil Street Eastwood 2122",2,1,1,459000,2007-12-01,-33.7912018894177,151.069235648526,1.19893664292448,"(1,1.25]"
"121","2/4 Rutledge Street Eastwood 2122",2,1,1,561000,2007-11-01,-33.7931176572075,151.081072236915,0.370593148938349,"(0.25,0.5]"
"122","8/6 Lovell Road Eastwood 2122",3,1,1,1e+06,2007-11-01,-33.7914953817574,151.090068701231,0.758312882347959,"(0.75,1]"
"123","2/55 Vimiera Road Eastwood 2122",3,2,2,536000,2007-10-01,-33.7818792433394,151.090303059244,1.17184106391125,"(1,1.25]"
