"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"190","16/17-21 KIRKHAM ROAD Auburn 2144",3,1,1,680000,2017-02-03,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"191","1/9a-11 Louisa St Auburn 2144",3,1,1,730000,2017-01-06,-33.8563190930785,151.035322635917,0.844980192905433,"(0.75,1]"
"192","1/17 Kirkham Rd Auburn 2144",3,3,1,670000,2017-01-03,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"193","3/17 Kirkham Street Auburn 2144",3,3,2,670000,2017-01-03,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"194","3/24-28 Norval Street Auburn 2144",4,3,2,745000,2016-12-19,-33.8599075115565,151.034442368445,1.2225618752164,"(1,1.25]"
"195","1/7 Kennington Oval Auburn 2144",3,3,2,710000,2016-12-13,-33.8724478026258,151.021767170644,2.80574323397359,"(2.5,3]"
"196","10/58-60 Helena Street Auburn 2144",3,2,2,698000,2016-11-23,-33.857852604174,151.030857847552,1.0033882364962,"(1,1.25]"
"197","3/33 Macquarie Road Auburn 2144",2,1,NA,506000,2016-11-14,-33.8456274726641,151.034940672589,0.420168582028118,"(0.25,0.5]"
"198","8/35 Elsham Road Auburn 2144",2,2,1,650000,2016-11-07,-33.8610523118922,151.034672451687,1.35162586528711,"(1.25,1.5]"
"199","2/39 Karrabah Rd Auburn 2144",3,2,2,685000,2016-10-14,-33.8438658061642,151.032136003967,0.575884112437091,"(0.5,0.75]"
"200","8/24-28 Norval Street Auburn 2144",3,3,2,708000,2016-09-12,-33.8599075115565,151.034442368445,1.2225618752164,"(1,1.25]"
"201","5/219 Auburn Road Auburn 2144",3,3,1,770000,2016-08-18,-33.8611436327273,151.030537072118,1.36935827160849,"(1.25,1.5]"
"202","2/42 Helena Street Auburn 2144",3,2,1,770000,2016-08-13,-33.8576023624547,151.032826840427,0.957634491947842,"(0.75,1]"
"203","1/219 Auburn Road Auburn 2144",3,3,2,810000,2016-08-08,-33.8611436327273,151.030537072118,1.36935827160849,"(1.25,1.5]"
"204","3/219 Auburn Road Auburn 2144",3,3,2,778000,2016-07-12,-33.8611436327273,151.030537072118,1.36935827160849,"(1.25,1.5]"
"205","4/219 Auburn Road Auburn 2144",3,3,2,778000,2016-06-20,-33.8611436327273,151.030537072118,1.36935827160849,"(1.25,1.5]"
"206","10/17 Macquarie Rd Auburn 2144",2,1,1,450000,2016-06-17,-33.8472476526384,151.033707275537,0.20886077581674,"(0,0.25]"
"207","2/219 Auburn Road Auburn 2144",3,3,2,778000,2016-06-14,-33.8611436327273,151.030537072118,1.36935827160849,"(1.25,1.5]"
"208","4/14 Kennington Oval Auburn 2144",3,2,2,608000,2016-05-25,-33.8727518561635,151.022900403954,2.80096373054896,"(2.5,3]"
"209","7/128 Auburn Rd Auburn 2144",3,1,2,645000,2016-04-05,-33.8585436082718,151.031620349284,1.06895576662384,"(1,1.25]"
"210","2/24 Norval St Auburn 2144",4,3,2,735000,2016-03-31,-33.8599075115565,151.034442368445,1.2225618752164,"(1,1.25]"
"211","3/53 Kirkham Road Auburn 2144",4,2,2,790000,2015-12-16,-33.87161552155,151.01782868198,2.87732788990104,"(2.5,3]"
"212","9/30-32 St Johns Road Auburn 2144",3,3,2,735000,2015-12-14,-33.8714475063008,151.020110990396,2.76438955490545,"(2.5,3]"
"213","2/42 Helena Street Auburn 2144",3,2,1,770000,2015-12-12,-33.8576023624547,151.032826840427,0.957634491947842,"(0.75,1]"
"214","2/10 Hevington Rd Auburn 2144",3,2,1,730000,2015-11-17,-33.8585786865366,151.034586118085,1.07762760884278,"(1,1.25]"
"215","8/30-32 St John Road Auburn 2144",3,2,3,690000,2015-11-16,-33.8714475063008,151.020110990396,2.76438955490545,"(2.5,3]"
"216","6/24-28 Norval Street Auburn 2144",3,3,2,708000,2015-10-26,-33.8599075115565,151.034442368445,1.2225618752164,"(1,1.25]"
"217","28 elsham road Auburn 2144",4,3,3,1e+05,2015-10-21,-33.8605761778823,151.03583569221,1.3169218263284,"(1.25,1.5]"
"218","15/17-21 Kirkham Rd Auburn 2144",3,1,2,718000,2015-09-24,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"219","2/17-21 Kirkham Rd Auburn 2144",3,3,2,650000,2015-09-22,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"220","5/49 Station Road Auburn 2144",3,3,3,685000,2015-09-21,-33.8468924694913,151.037517353444,0.487108474446538,"(0.25,0.5]"
"221","7/57 Harrow Rd Auburn 2144",2,2,1,650000,2015-09-11,-33.8557431306018,151.030135746594,0.792949578737567,"(0.75,1]"
"222","9/320 CHISHOLM ROAD Auburn 2144",4,2,2,755000,2015-09-01,-33.871464982569,151.017474378933,2.87875897641245,"(2.5,3]"
"223","3/17 Macquarie Rd Auburn 2144",2,1,1,480000,2015-08-26,-33.8472476526384,151.033707275537,0.20886077581674,"(0,0.25]"
"224","3/27-29 Hargrave Rd Auburn 2144",4,2,2,7e+05,2015-08-21,-33.8604194362929,151.032031984549,1.27373600200917,"(1.25,1.5]"
"225","26 Tarakan Street Auburn 2144",3,2,2,775000,2015-08-15,-33.874115256534,151.019161236947,3.07074273669662,"(3,3.25]"
"226","8/3 St John's Avenue Auburn 2144",3,2,4,770000,2015-08-11,-33.8719751890153,151.023717723332,2.69475702399304,"(2.5,3]"
"227","1/20 HEVINGTON RD Auburn 2144",2,2,1,599000,2015-07-28,-33.8601676439215,151.034266516117,1.24957855215765,"(1,1.25]"
"228","2/21-23 HARGRAVE ROAD Auburn 2144",3,1,1,585000,2015-07-15,-33.8600562903378,151.032106751125,1.23296332852798,"(1,1.25]"
"229","3/57 Harrow Rd Auburn 2144",2,1,1,615000,2015-06-17,-33.8557431306018,151.030135746594,0.792949578737567,"(0.75,1]"
"230","5/38 ST JOHNS ROAD Auburn 2144",3,2,2,695000,2015-06-04,-33.8713482645673,151.019380675172,2.784051224968,"(2.5,3]"
"231","1/40 ST JOHNS ROAD Auburn 2144",4,2,2,680000,2015-06-04,-33.8713198499155,151.019171714326,2.789958153938,"(2.5,3]"
"232","1/27 HARGRAVE ROAD Auburn 2144",3,4,NA,717000,2015-06-04,-33.8604194362929,151.032031984549,1.27373600200917,"(1.25,1.5]"
"233","5/38 ST JOHNS ROAD Auburn 2144",3,2,2,695000,2015-05-20,-33.8713482645673,151.019380675172,2.784051224968,"(2.5,3]"
"234","2/14 Kennington Oval Auburn 2144",3,2,2,625000,2015-05-15,-33.8727518561635,151.022900403954,2.80096373054896,"(2.5,3]"
"235","100/95 Station Rd Auburn 2144",5,2,1,615000,2015-04-14,-33.8446405454747,151.040025637969,0.818241408903085,"(0.75,1]"
"236","2/33 Macquarie Road Auburn 2144",2,1,1,470000,2015-04-02,-33.8456274726641,151.034940672589,0.420168582028118,"(0.25,0.5]"
"237","6 Castle St Auburn 2144",3,3,2,710000,2015-03-31,-33.8740583434114,151.020077127507,3.03087471328624,"(3,3.25]"
"238","2/124 Park Road Auburn 2144",3,1,1,610000,2015-03-18,-33.8594168349446,151.028672517756,1.22368318852279,"(1,1.25]"
"239","22/277 PARK ROAD Auburn 2144",3,1,1,538000,2015-03-16,-33.8706394489252,151.025656876632,2.50021326241141,"(2.5,3]"
"240","17/17-21 Kirkham Rd Auburn 2144",3,1,2,640000,2015-03-13,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"241","5/128 Auburn Rd Auburn 2144",3,1,2,658000,2015-03-06,-33.858837310159,151.031968030628,1.09846839914172,"(1,1.25]"
"242","3 Prairie Way Auburn 2144",2,1,1,486000,2015-03-04,-33.8736607478343,151.018073517372,3.06832431913727,"(3,3.25]"
"243","1/40 ST JOHNS ROAD Auburn 2144",4,2,2,680000,2015-02-26,-33.8713198499155,151.019171714326,2.789958153938,"(2.5,3]"
"244","6/128 Auburn Road Auburn 2144",3,1,1,631000,2015-02-14,-33.8585286884841,151.031541391756,1.0681388128982,"(1,1.25]"
"245","12/17-21 Kirkham Road Auburn 2144",2,2,1,540000,2015-01-24,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"246","17-21 Kirkham Road Auburn 2144",2,2,1,530000,2015-01-24,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"247","4/27 Cockthorpe Road Auburn 2144",4,4,2,888000,2015-01-05,-33.8602434582358,151.036894075124,1.3049433823572,"(1.25,1.5]"
"248","4/5 New Street Auburn 2144",2,2,1,515000,2014-12-16,-33.864862096433,151.023547319241,1.96606938721746,"(1.75,2]"
"249","4/7 Queen Street Auburn 2144",2,1,1,430000,2014-12-01,-33.8534161885518,151.034665075613,0.517982674703105,"(0.5,0.75]"
"250","5/21-23 HARGRAVE ROAD Auburn 2144",3,1,1,496000,2014-11-14,-33.8600562903378,151.032106751125,1.23296332852798,"(1,1.25]"
"251","4/17-21 Kirkham Rd Auburn 2144",3,3,2,543000,2014-11-07,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"252","2/6 Kennington Oval Auburn 2144",4,3,2,745000,2014-10-24,-33.8720665517599,151.023033760033,2.72491658939584,"(2.5,3]"
"253","3/6 Kennington Oval Auburn 2144",4,3,2,750000,2014-10-23,-33.8720665517599,151.023033760033,2.72491658939584,"(2.5,3]"
"254","19/17-21 Kirkham Road Auburn 2144",2,1,1,520000,2014-10-20,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"255","19/17-21 Kirkham Road Auburn 2144",2,1,1,517000,2014-10-20,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"256","1/23 Elsham Road Auburn 2144",3,1,1,515000,2014-10-08,-33.8604346913567,151.034795749483,1.28491186134776,"(1.25,1.5]"
"257","4/128 Auburn Road Auburn 2144",3,1,1,578000,2014-09-29,-33.8588287606178,151.031904076707,1.09799955047668,"(1,1.25]"
"258","7/7-9 Helena Street Auburn 2144",3,2,2,645000,2014-09-26,-33.8573922281421,151.036245483456,0.984082754260867,"(0.75,1]"
"259","2/39 Park Road Auburn 2144",3,2,1,721000,2014-09-20,-33.8530296989964,151.029482544879,0.548677684012506,"(0.5,0.75]"
"260","5/24 Norval Street Auburn 2144",4,2,2,550500,2014-09-15,-33.8599075115565,151.034442368445,1.2225618752164,"(1,1.25]"
"261","2/14A Kennington Oval Auburn 2144",3,3,1,544000,2014-09-13,-33.8728715916504,151.022877186082,2.81425496530621,"(2.5,3]"
"262","3/7 Helena ST Auburn 2144",3,2,2,580000,2014-08-30,-33.8573922281421,151.036245483456,0.984082754260867,"(0.75,1]"
"263","4/6 Kennington Oval Auburn 2144",4,3,2,755000,2014-08-29,-33.8720665517599,151.023033760033,2.72491658939584,"(2.5,3]"
"264","1/6 Kennington Oval Auburn 2144",4,3,2,748000,2014-08-22,-33.8720665517599,151.023033760033,2.72491658939584,"(2.5,3]"
"265","4/29 St Johns Rd Auburn 2144",3,2,1,517500,2014-08-21,-33.87105196429,151.022325824491,2.642265415854,"(2.5,3]"
"266","2/20 Albert Rd Auburn 2144",3,1,1,563000,2014-08-21,-33.868617063327,151.023897766612,2.33694942773444,"(2.25,2.5]"
"267","1/17 - 21 Kirkham Road Auburn 2144",2,2,1,538000,2014-08-18,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"268","4/27-29 Louisa Street Auburn 2144",3,2,2,640000,2014-08-15,-33.8572866999811,151.035094145236,0.944509581324489,"(0.75,1]"
"269","5/27-29 Louisa Street Auburn 2144",3,2,2,645000,2014-08-08,-33.8572866999811,151.035094145236,0.944509581324489,"(0.75,1]"
"270","10/277 PARK ROAD Auburn 2144",3,1,1,455000,2014-08-02,-33.8706394489252,151.025656876632,2.50021326241141,"(2.5,3]"
"271","4/9A-11 Louisa St Auburn 2144",3,1,1,530000,2014-07-30,-33.8563190930785,151.035322635917,0.844980192905433,"(0.75,1]"
"272","10/21-23 HARGRAVE ROAD Auburn 2144",3,1,1,515000,2014-07-25,-33.8600562903378,151.032106751125,1.23296332852798,"(1,1.25]"
"273","5/6 Kennington Oval Auburn 2144",4,3,2,750000,2014-07-16,-33.8720665517599,151.023033760033,2.72491658939584,"(2.5,3]"
"274","6/6 Kennington Oval Auburn 2144",4,3,2,745000,2014-07-11,-33.8720665517599,151.023033760033,2.72491658939584,"(2.5,3]"
"275","2/14 Kennington Oval Auburn 2144",3,2,2,486000,2014-06-24,-33.8727518561635,151.022900403954,2.80096373054896,"(2.5,3]"
"276","4/57 Harrow Road Auburn 2144",2,1,1,470000,2014-06-20,-33.8557431306018,151.030135746594,0.792949578737567,"(0.75,1]"
"277","28 Elsham Road Auburn 2144",4,2,2,676000,2014-06-18,-33.8605761778823,151.03583569221,1.3169218263284,"(1.25,1.5]"
"278","5/58-60 Helena Street Auburn 2144",3,1,2,560000,2014-06-13,-33.8574468362413,151.030924232225,0.957873668146217,"(0.75,1]"
"279","13/21 Hargrave Road Auburn 2144",3,1,1,465000,2014-05-22,-33.8600562903378,151.032106751125,1.23296332852798,"(1,1.25]"
"280","2/27-29 Louisa street Auburn 2144",4,2,2,710000,2014-05-15,-33.8572866999811,151.035094145236,0.944509581324489,"(0.75,1]"
"281","2/167 Rawson St Auburn 2144",4,1,1,575000,2014-05-10,-33.846597300771,151.030862289961,0.327155143369656,"(0.25,0.5]"
"282","12/1 Kennington Oval Auburn 2144",3,2,1,5e+05,2014-04-29,-33.8719987421632,151.021853839523,2.75632197280563,"(2.5,3]"
"283","Unit 3/72 Water Street Auburn 2144",3,2,1,585000,2014-04-21,-33.8612766954402,151.033900478405,1.36976159602614,"(1.25,1.5]"
"284","3/1a Raglan road Auburn 2144",2,1,1,480000,2014-04-10,-33.8737999712461,151.024983809807,2.85605460780517,"(2.5,3]"
"285","4/30-32 St Johns Road Auburn 2144",3,2,2,625000,2014-03-25,-33.8714475063008,151.020110990396,2.76438955490545,"(2.5,3]"
"286","1/55 Northumberland Road Auburn 2144",3,2,1,510000,2014-03-20,-33.8461776607885,151.036262247263,0.441970797055811,"(0.25,0.5]"
"287","4/30-32 St Johns Road Auburn 2144",3,2,2,625000,2014-03-19,-33.8714475063008,151.020110990396,2.76438955490545,"(2.5,3]"
"288","11/1-3 KENNINGTON OVAL Auburn 2144",3,2,1,510000,2014-03-03,-33.8719987421632,151.021853839523,2.75632197280563,"(2.5,3]"
"289","6/6 Kennington Oval Auburn 2144",4,3,2,745000,2014-02-20,-33.8720665517599,151.023033760033,2.72491658939584,"(2.5,3]"
"290","8/27-29 Louisa atreet Auburn 2144",3,2,2,635000,2014-02-20,-33.8572866999811,151.035094145236,0.944509581324489,"(0.75,1]"
"291","6/27-29 Louisa Street Auburn 2144",3,2,2,630000,2014-02-20,-33.8572866999811,151.035094145236,0.944509581324489,"(0.75,1]"
"292","2/273 - 275 Park road Auburn 2144",3,2,2,515000,2014-02-12,-33.8703318330787,151.025674562448,2.46679457924359,"(2.25,2.5]"
"293","1/27-29 Louisa street Auburn 2144",4,2,2,718000,2014-02-12,-33.8572866999811,151.035094145236,0.944509581324489,"(0.75,1]"
"294","4/24 Cornwall Rd Auburn 2144",3,1,1,540888,2014-01-23,-33.8701159152529,151.025091349625,2.45894814351965,"(2.25,2.5]"
"295","18 Tarakan Street Auburn 2144",3,3,1,593000,2014-01-03,-33.8738606562251,151.019198117321,3.043541272489,"(3,3.25]"
"296","6/27-29 Hargrave Road Auburn 2144",2,2,NA,552000,2013-12-10,-33.8604194362929,151.032031984549,1.27373600200917,"(1.25,1.5]"
"297","6/27-29 Hargrave Rd Auburn 2144",4,2,2,552000,2013-12-10,-33.8604194362929,151.032031984549,1.27373600200917,"(1.25,1.5]"
"298","11/273-275 Park road Auburn 2144",3,2,2,498000,2013-12-09,-33.8703318330787,151.025674562448,2.46679457924359,"(2.25,2.5]"
"299","12/17-21 Kirkham Road Auburn 2144",2,1,1,350000,2013-12-08,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"300","1/17-21 Kirkham Rd Auburn 2144",3,2,1,535000,2013-12-08,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"301","4/17 St Johns Road Auburn 2144",3,1,1,480500,2013-12-07,-33.87121298065,151.02350582882,2.6207902088594,"(2.5,3]"
"302","4/17-21 Kirkham Rd Auburn 2144",3,2,2,543000,2013-12-07,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"303","3/4 Cockthorpe Rd Auburn 2144",3,2,1,550000,2013-12-07,-33.8585399202344,151.036536335496,1.11391548610351,"(1,1.25]"
"304","2/14 Kennington Oval Auburn 2144",3,2,1,880000,2013-12-07,-33.8727518561635,151.022900403954,2.80096373054896,"(2.5,3]"
"305","4/9a-11 Louisa St Auburn 2144",3,1,1,530000,2013-12-06,-33.8563190930785,151.035322635917,0.844980192905433,"(0.75,1]"
"306","320-322 Chisholm Street Auburn 2144",4,2,2,550000,2013-11-26,-33.871464982569,151.017474378933,2.87875897641245,"(2.5,3]"
"307","9/45-47 Marion Street Auburn 2144",3,2,2,603000,2013-11-11,-33.856482749738,151.033953284395,0.838648007577693,"(0.75,1]"
"308","4/5 New Street Auburn 2144",2,1,1,4e+05,2013-11-07,-33.864862096433,151.023547319241,1.96606938721746,"(1.75,2]"
"309","4/5 New Street Auburn 2144",2,1,1,4e+05,2013-11-07,-33.864862096433,151.023547319241,1.96606938721746,"(1.75,2]"
"310","3/57 Harrow Road Auburn 2144",2,1,1,450000,2013-11-04,-33.8557431306018,151.030135746594,0.792949578737567,"(0.75,1]"
"311","3/57 Harrow Rd Auburn 2144",2,1,1,450000,2013-11-04,-33.8557431306018,151.030135746594,0.792949578737567,"(0.75,1]"
"312","24/277 Park rd Auburn 2144",3,1,2,425000,2013-10-30,-33.8706394489252,151.025656876632,2.50021326241141,"(2.5,3]"
"313","11/277 Park road Auburn 2144",3,1,2,399000,2013-10-30,-33.8706394489252,151.025656876632,2.50021326241141,"(2.5,3]"
"314","1/45 Edgar Street Auburn 2144",3,3,2,525000,2013-10-21,-33.8541757566175,151.023590569861,1.03570122668688,"(1,1.25]"
"315","1/42 Helena Street Auburn 2144",4,3,2,699000,2013-10-21,-33.8576023624547,151.032826840427,0.957634491947842,"(0.75,1]"
"316","4/14 Kennington Oval Auburn 2144",3,2,1,468000,2013-10-18,-33.8727518561635,151.022900403954,2.80096373054896,"(2.5,3]"
"317","7/78 Helena Street Auburn 2144",2,1,1,390000,2013-10-14,-33.8570823491817,151.029387075002,0.956541182770238,"(0.75,1]"
"318","7/78-80 Helena Street Auburn 2144",2,1,1,390000,2013-10-14,-33.8570823491817,151.029387075002,0.956541182770238,"(0.75,1]"
"319","6/273-275 Park Road Auburn 2144",3,2,1,465000,2013-10-14,-33.8703318330787,151.025674562448,2.46679457924359,"(2.25,2.5]"
"320","5 PALACE STREET Auburn 2144",3,2,2,406000,2013-10-04,-33.8741180225621,151.020569564319,3.01951463288005,"(3,3.25]"
"321","10/39 Wellington Road Auburn 2144",2,2,NA,370000,2013-10-01,-33.8647576160099,151.0245913691,1.91491861588952,"(1.75,2]"
"322","2/42 Helena Street Auburn 2144",3,3,2,548000,2013-09-30,-33.8576023624547,151.032826840427,0.957634491947842,"(0.75,1]"
"323","3/187 Wellington Road Auburn 2144",4,2,2,630000,2013-09-06,-33.8654241030409,151.029974478777,1.84821642865896,"(1.75,2]"
"324","7/45-47 Marion Street Auburn 2144",3,3,2,579000,2013-08-12,-33.856482749738,151.033953284395,0.838648007577693,"(0.75,1]"
"325","7/45 Marion Street Auburn 2144",3,3,2,579000,2013-08-12,-33.856482749738,151.033953284395,0.838648007577693,"(0.75,1]"
"326","1/7 Kennington Oval Auburn 2144",3,2,2,460000,2013-08-06,-33.8724478026258,151.021767170644,2.80574323397359,"(2.5,3]"
"327","1/1 Elsham Road Auburn 2144",2,NA,NA,249950,2013-08-01,-33.8583001139845,151.035225657297,1.05737298138636,"(1,1.25]"
"328","2/200 Cumberland Road Auburn 2144",3,1,1,480000,2013-07-19,-33.862023271556,151.023600879602,1.68545650705753,"(1.5,1.75]"
"329","6/305 PARK ROAD Auburn 2144",3,2,2,483000,2013-07-16,-33.8735612127341,151.025262843364,2.82381310025901,"(2.5,3]"
"330","2/27 Hargrave Road Auburn 2144",4,2,2,513000,2013-07-15,-33.8604194362929,151.032031984549,1.27373600200917,"(1.25,1.5]"
"331","9/21 Hargrave Road Auburn 2144",3,1,1,410000,2013-07-03,-33.8600562903378,151.032106751125,1.23296332852798,"(1,1.25]"
"332","9/21-23 Hargrave Road Auburn 2144",3,1,1,410000,2013-07-03,-33.8600562903378,151.032106751125,1.23296332852798,"(1,1.25]"
"333","4/8 Elsham Road Auburn 2144",3,2,1,515000,2013-07-03,-33.8587034511653,151.035949686093,1.11637000298432,"(1,1.25]"
"334","1/17 St Johns Road Auburn 2144",3,1,2,481000,2013-07-02,-33.87121298065,151.02350582882,2.6207902088594,"(2.5,3]"
"335","2/27 Hargrave Road Auburn 2144",4,2,2,513000,2013-07-01,-33.8604194362929,151.032031984549,1.27373600200917,"(1.25,1.5]"
"336","6/45 Edgar Street Auburn 2144",3,2,2,452000,2013-06-12,-33.8541757566175,151.023590569861,1.03570122668688,"(1,1.25]"
"337","4/45 Edgar Street Auburn 2144",3,2,2,454000,2013-06-07,-33.8541757566175,151.023590569861,1.03570122668688,"(1,1.25]"
"338","6/45 Edgar Street Auburn 2144",3,2,2,452000,2013-06-01,-33.8541757566175,151.023590569861,1.03570122668688,"(1,1.25]"
"339","30/18 COCKTHORPE STREET Auburn 2144",4,2,3,568000,2013-05-20,-33.860634809295,151.036097291408,1.32847980800329,"(1.25,1.5]"
"340","30/18 COCKTHORPE STREET Auburn 2144",4,2,NA,568000,2013-05-20,-33.860634809295,151.036097291408,1.32847980800329,"(1.25,1.5]"
"341","2602/57 Queen Street Auburn 2144",3,2,3,1150000,2013-05-02,-33.8498305361019,151.031656140011,0.147553706120765,"(0,0.25]"
"342","30/18 Cockthorpe Road Auburn 2144",4,2,3,568000,2013-05-01,-33.860634809295,151.036097291408,1.32847980800329,"(1.25,1.5]"
"343","30/28 elsham road Auburn 2144",4,3,3,3e+06,2013-05-01,-33.8605761778823,151.03583569221,1.3169218263284,"(1.25,1.5]"
"344","6/38 St Johns Road Auburn 2144",3,2,2,465000,2013-04-18,-33.8713482645673,151.019380675172,2.784051224968,"(2.5,3]"
"345","1/39 Karrabah Road Auburn 2144",2,2,2,395000,2013-03-18,-33.8438658061642,151.032136003967,0.575884112437091,"(0.5,0.75]"
"346","5/7-9 Helena Street Auburn 2144",3,2,2,480000,2013-03-18,-33.8573922281421,151.036245483456,0.984082754260867,"(0.75,1]"
"347","5/7-9 Helena St Auburn 2144",3,2,2,480000,2013-03-18,-33.8573922281421,151.036245483456,0.984082754260867,"(0.75,1]"
"348","1/39 Karrabah Rd Auburn 2144",2,2,2,395000,2013-03-18,-33.8438658061642,151.032136003967,0.575884112437091,"(0.5,0.75]"
"349","5 Kirkham Road Auburn 2144",3,2,2,465000,2013-03-15,-33.8728033629585,151.021678071014,2.84559388157527,"(2.5,3]"
"350","1/39-41 Karrabah Road Auburn 2144",2,2,1,395000,2013-03-01,-33.8438658061642,151.032136003967,0.575884112437091,"(0.5,0.75]"
"351","5 Kirkham Raod Auburn 2144",3,2,2,959000,2013-03-01,-33.8728033629585,151.021678071014,2.84559388157527,"(2.5,3]"
"352","320-322 Chisholm Street Auburn 2144",4,2,2,550000,2013-02-27,-33.871464982569,151.017474378933,2.87875897641245,"(2.5,3]"
"353","6/54 St Johns Road Auburn 2144",3,2,2,449000,2013-02-22,-33.8711478113528,151.017906466042,2.82835646122294,"(2.5,3]"
"354","6/54 St Johns Road Auburn 2144",3,2,2,449000,2013-02-22,-33.8711478113528,151.017906466042,2.82835646122294,"(2.5,3]"
"355","5a Kirkham Road Auburn 2144",3,2,2,470000,2013-02-13,-33.8728033629585,151.021678071014,2.84559388157527,"(2.5,3]"
"356","5/40 St John road Auburn 2144",3,2,1,464000,2013-02-12,-33.8713198499155,151.019171714326,2.789958153938,"(2.5,3]"
"357","6/23 Elsham Road Auburn 2144",3,2,1,415000,2013-02-07,-33.8604346913567,151.034795749483,1.28491186134776,"(1.25,1.5]"
"358","3/23 Union Road Auburn 2144",3,2,1,455000,2013-01-10,-33.8567773736346,151.026702267596,1.03819678311671,"(1,1.25]"
"359","3/23 Union Road Auburn 2144",3,2,1,455000,2013-01-10,-33.8567773736346,151.026702267596,1.03819678311671,"(1,1.25]"
"360","5/40 St Johns Road Auburn 2144",3,2,2,469000,2013-01-01,-33.8713198499155,151.019171714326,2.789958153938,"(2.5,3]"
"361","1/17 Macquarie Road Auburn 2144",2,1,1,646000,2013-01-01,-33.8472476526384,151.033707275537,0.20886077581674,"(0,0.25]"
"362","11/114-120 Auburn Road Auburn 2144",3,1,1,385000,2012-12-14,-33.8580309710736,151.032131980654,1.0078272072202,"(1,1.25]"
"363","6/11 Kennington Oval Auburn 2144",3,2,3,490000,2012-11-19,-33.8728033629585,151.021678071014,2.84559388157527,"(2.5,3]"
"364","1/4 Cockthorpe Road Auburn 2144",3,2,1,465000,2012-11-01,-33.8585399202344,151.036536335496,1.11391548610351,"(1,1.25]"
"365","5/38 ST JOHNS ROAD Auburn 2144",3,2,2,468000,2012-10-06,-33.8713482645673,151.019380675172,2.784051224968,"(2.5,3]"
"366","5/38 Street JOHNS ROAD Auburn 2144",3,2,2,468000,2012-10-01,-33.8713482645673,151.019380675172,2.784051224968,"(2.5,3]"
"367","4/1-3 KENNINGTON OVAL Auburn 2144",3,1,1,437500,2012-09-27,-33.8719987421632,151.021853839523,2.75632197280563,"(2.5,3]"
"368","4/1 Kennington Oval Auburn 2144",3,1,1,437500,2012-09-27,-33.8719987421632,151.021853839523,2.75632197280563,"(2.5,3]"
"369","4 / 1-3 KENNINGTON OVAL Auburn 2144",3,1,1,437500,2012-09-27,-33.8719987421632,151.021853839523,2.75632197280563,"(2.5,3]"
"370","4/275 PARK Road Auburn 2144",3,2,1,405000,2012-08-11,-33.8703318330787,151.025674562448,2.46679457924359,"(2.25,2.5]"
"371","4/275 PARK RD Auburn 2144",3,2,1,405000,2012-08-11,-33.8703318330787,151.025674562448,2.46679457924359,"(2.25,2.5]"
"372","21/17-21 Kirkham Rd Auburn 2144",2,1,1,375000,2012-08-08,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"373","7/29 St Johns Road Auburn 2144",3,2,2,806000,2012-08-01,-33.87105196429,151.022325824491,2.642265415854,"(2.5,3]"
"374","21/17-21 Kirkham Street Auburn 2144",2,1,1,492500,2012-08-01,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"375","4/273 Park Road Auburn 2144",3,2,NA,405000,2012-08-01,-33.8703318330787,151.025674562448,2.46679457924359,"(2.25,2.5]"
"376","22/17-21 Kirkham Road Auburn 2144",2,1,1,380000,2012-08-01,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"377","22/17 Kirkham Road Auburn 2144",2,1,1,380000,2012-08-01,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"378","22/17-21 Kirkham Rd Auburn 2144",2,1,1,380000,2012-08-01,-33.8720158412457,151.020772993109,2.79662026797535,"(2.5,3]"
"379","6/17 St Johns Road Auburn 2144",3,1,2,420000,2012-07-27,-33.87121298065,151.02350582882,2.6207902088594,"(2.5,3]"
"380","12/277 Park Road Auburn 2144",3,1,2,388000,2012-07-05,-33.8706394489252,151.025656876632,2.50021326241141,"(2.5,3]"
"381","12/277 Park Rd Auburn 2144",3,1,2,388000,2012-07-05,-33.8706394489252,151.025656876632,2.50021326241141,"(2.5,3]"
