"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"164","14/102-104 Lackey Street Merrylands 2160",2,1,1,456100,2014-07-07,-33.8465962111236,151.001459495631,1.40879649550667,"(1.25,1.5]"
"165","8/7-9 Ellis Street Merrylands 2160",3,2,1,535000,2014-07-04,-33.8281619333793,150.976974950627,1.70536911017845,"(1.5,1.75]"
"166","14/58 Lansdowne Street Merrylands 2160",2,2,1,470000,2014-06-17,-33.8461090130015,150.991614782713,1.09572742658557,"(1,1.25]"
"167","14/97 Sherwood Road Merrylands 2160",3,1,1,421800,2014-05-23,-33.8328787053943,150.96924367389,2.19302237411026,"(2,2.25]"
"168","1/102-106 Lackey Street Merrylands 2160",3,1,1,475000,2014-05-16,-33.8464507012844,151.001845482272,1.41689145891583,"(1.25,1.5]"
"169","5/158 Railway Terrace Merrylands 2160",3,2,2,507500,2014-05-13,-33.843564392926,150.991828353606,0.811809869752728,"(0.75,1]"
"170","2 Matthew Street Merrylands 2160",3,2,2,585000,2014-05-10,-33.8422812911879,150.97995262173,1.34567617162557,"(1.25,1.5]"
"171","Unit 11/102-104 Lackey Street Merrylands 2160",3,3,2,485000,2014-05-09,-33.846621189195,151.00162487058,1.41999060644881,"(1.25,1.5]"
"172","5/9 Kimberley St Merrylands 2160",3,2,2,525000,2014-05-05,-33.8478275965191,151.000340008643,1.46930428610162,"(1.25,1.5]"
"173","3/42-46 Sheffield Street Merrylands 2160",2,1,1,380000,2014-05-05,-33.8324099657277,150.98870290955,0.563361536098592,"(0.5,0.75]"
"174","5/6 Addlestone Road Merrylands 2160",3,1,1,427500,2014-04-26,-33.836850614211,150.98742341203,0.482562884065052,"(0.25,0.5]"
"175","58/100 Kenyons Rd Merrylands 2160",4,3,2,563000,2014-04-14,-33.8381570595494,150.969721419257,2.12553367326724,"(2,2.25]"
"176","Unit 8/9-11 Kimberley Street Merrylands 2160",3,2,2,508000,2014-04-04,-33.8478275965191,151.000340008643,1.46930428610162,"(1.25,1.5]"
"177","2/16A Richardson Street Merrylands 2160",3,2,1,545325,2014-03-24,-33.8277535670566,150.978186973826,1.63750435312676,"(1.5,1.75]"
"178","5/26 Military Road Merrylands 2160",3,1,1,420000,2014-03-07,-33.8398692728206,150.989751569456,0.476694668277573,"(0.25,0.5]"
"179","4/17 Lansdowne Street Merrylands 2160",2,1,2,426500,2014-03-04,-33.8456667418804,150.995896594131,1.08633837717489,"(1,1.25]"
"180","9/102-104 Lackey Street Merrylands 2160",3,2,2,492000,2014-03-01,-33.8466378272728,151.001734338236,1.42745452666873,"(1.25,1.5]"
"181","36/100 Kenyons Rd Merrylands 2160",3,2,2,492000,2014-02-27,-33.8370301964865,150.970140933511,2.07827050272058,"(2,2.25]"
"182","17-19 Wallace Street Merrylands 2160",3,1,2,460000,2014-01-21,-33.8301307167067,151.002083360684,1.11383216024662,"(1,1.25]"
"183","9 Benedict Court Merrylands 2160",3,3,2,660000,2014-01-11,-33.831645284701,150.997795262839,0.706590692067813,"(0.5,0.75]"
"184","4/11-13 Lansdowne Street Merrylands 2160",2,2,2,450000,2014-01-10,-33.8459446438802,150.996230277697,1.12488283876773,"(1,1.25]"
"185","4/11 Lansdowne Street Merrylands 2160",2,2,2,450000,2014-01-10,-33.8459446438802,150.996230277697,1.12488283876773,"(1,1.25]"
